Category,Sub_Category,Id,Description
1,B,1B231_a,"Facilities or plant for the production, recovery, extraction, concentration, or handling of tritium;"
1,B,1B231_b,"Equipment for tritium facilities or plant, as follows:"
1,B,1B231_b_1,"Hydrogen or helium refrigeration units capable of cooling to 23 K (?250 C) or less, with heat removal capacity greater than 150 watts; or"
1,B,1B231_b_2,"Hydrogen isotope storage and purification systems using metal hydrides as the storage, or purification medium."
1,B,1B232,"Turboexpanders or turboexpander-compressor sets having both of the following characteristics (see List of Items Controlled)."
1,B,1B232_a,"Designed for operation with an outlet temperature of 35 K (?238 °C) or less; and"
1,B,1B232_b,"Designed for a throughput of hydrogen gas of 1,000 kg/h or greater."
1,B,1B233,"Lithium isotope separation facilities or plants, and systems and equipment therefor (see List of Items Controlled)."
1,B,1B233_a,"Facilities or plants for the separation of lithium isotopes;"
1,B,1B233_b,"Equipment for the separation of lithium isotopes based on the lithium-mercury amalgam process, as follows:"
1,B,1B233_b_1,"Packed liquid-liquid exchange columns “specially designed” for lithium amalgams;"
1,B,1B233_b_2,"Mercury and/or lithium amalgam pumps;"
1,B,1B233_b_3,"Lithium amalgam electrolysis cells;"
1,B,1B233_b_4,"Evaporators for concentrated lithium hydroxide solution."
1,B,1B233_c,"Ion exchange systems “specially designed” for lithium isotope separation, and “specially designed” component parts therefor;"
1,B,1B234_a,"Designed to fully contain an explosion equivalent to 2 kg of TNT or greater; and"
1,B,1B234_b,"Having design elements or features enabling real time or delayed transfer of diagnostic or measurement information."
1,B,1B607_a,"“Equipment” “specially designed” for the destruction of the chemical agents controlled by USML Category XIV(a)."
1,B,"1B607_d_ through w",[Reserved]
1,B,"1B608_d_ through w",[Reserved]
1,B,1B999,"Specific Processing Equipment, n.e.s., as Follows (See List of Items Controlled)."
1,B,1B999_a,"Electrolytic cells for fluorine production, n.e.s.;"
1,B,1B999_b,"Particle accelerators;"
1,B,1B999_c,"Industrial process control hardware/systems designed for power industries, n.e.s.;"
1,B,1B999_d,"Freon and chilled water cooling systems capable of continuous cooling duties of 100,000 BTU/hr (29.3 kW) or greater;"
1,B,1B999_e,"Equipment for the production of structural composites, fibers, prepregs and preforms, n.e.s."
1,C,1C001_a,"Materials for absorbing frequencies exceeding 2 x 108 Hz but less than 3 x 1012 Hz."
1,C,1C001_c_1,Polyaniline;
1,C,1C001_c_2,Polypyrrole;
1,C,1C001_c_3,Polythiophene;
1,C,1C001_c_4,"Poly phenylene-vinylene; or"
1,C,1C001_c_5,"Poly thienylene-vinylene."
1,C,1C001_c_5_Note,"Note
1C001.c does not apply to materials in a liquid form."
1,C,"1C001_c_5_Technical Note","Technical Note
'Bulk electrical conductivity' and 'sheet (surface) resistivity' should be determined using ASTM D-257 or national equivalents."
1,C,1C002,"Metal alloys, metal alloy powder and alloyed materials, as follows (see List of Items Controlled)."
1,C,1C002_a,"Aluminides, as follows:"
1,C,1C002_a_1,"Nickel aluminides containing a minimum of 15% by weight aluminum, a maximum of 38% by weight aluminum and at least one additional alloying element;"
1,C,1C002_a_2,"Titanium aluminides containing 10% by weight or more aluminum and at least one additional alloying element;"
1,C,1C002_b,"Metal alloys, as follows, made from the powder or particulate material controlled by 1C002.c:"
1,C,1C002_b_1,"Nickel alloys having any of the following:"
1,C,1C002_b_1_a,"A 'stress-rupture life' of 10,000 hours or longer at 923 K (650 °C) at a stress of 676 MPa; or"
1,C,1C002_b_1_b,"A 'low cycle fatigue life' of 10,000 cycles or more at 823 K (550 °C) at a maximum stress of 1,095 MPa;"
1,C,1C002_b_2,"Niobium alloys having any of the following:"
1,C,1C002_b_2_a,"A 'stress-rupture life' of 10,000 hours or longer at 1,073 K (800 °C) at a stress of 400 MPa; or"
1,C,1C002_b_2_b,"A 'low cycle fatigue life' of 10,000 cycles or more at 973 K (700 °C) at a maximum stress of 700 MPa;"
1,C,1C002_b_3,"Titanium alloys having any of the following:"
1,C,1C002_b_3_a,"A 'stress-rupture life' of 10,000 hours or longer at 723 K (450 °C) at a stress of 200 MPa; or"
1,C,1C002_b_3_b,"A 'low cycle fatigue life' of 10,000 cycles or more at 723 K (450 °C) at a maximum stress of 400 MPa;"
1,C,1C002_b_4,"Aluminum alloys having any of the following:"
1,C,1C002_b_4_a,"A tensile strength of 240 MPa or more at 473 K (200 °C); or"
1,C,1C002_b_4_b,"A tensile strength of 415 MPa or more at 298 K (25 °C);"
1,C,1C002_b_5,"Magnesium alloys having all the following:"
1,C,1C002_b_5_a,"A tensile strength of 345 MPa or more; and"
1,C,1C002_b_5_b,"A corrosion rate of less than 1 mm/year in 3% sodium chloride aqueous solution measured in accordance with ASTM standard G-31 or national equivalents;"
1,C,1C002_c,"Metal alloy powder or particulate material, having all of the following:"
1,C,1C002_c_1,"Made from any of the following composition systems:"
1,C,1C002_c_1_b,"Niobium alloys (Nb-Al-X or Nb-X-Al, Nb-Si-X or Nb-X-Si, Nb-Ti-X or Nb-X-Ti);"
1,C,1C002_c_1_c,"Titanium alloys (Ti-Al-X or Ti-X-Al);"
1,C,1C002_c_1_d,"Aluminum alloys (Al-Mg-X or Al-X-Mg, Al-Zn-X or Al-X-Zn, Al-Fe-X or Al-X-Fe); or"
1,C,1C002_c_1_e,"Magnesium alloys (Mg-Al-X or Mg-X-Al);"
1,C,"1C002_c_1_Technical Note","Technical Note
X in the following equals one or more alloying elements."
1,C,1C002_c_2,"Made in a controlled environment by any of the following processes:"
1,C,1C002_c_2_a,"'Vacuum atomization';"
1,C,1C002_c_2_b,"'Gas atomization';"
1,C,1C002_c_2_c,"'Rotary atomization';"
1,C,1C002_c_2_d,"'Splat quenching';"
1,C,1C002_c_2_e,"'Melt spinning' and 'comminution';"
1,C,1C002_c_2_f,"'Melt extraction' and 'comminution';"
1,C,1C002_c_2_g,"'Mechanical alloying'; or"
1,C,1C002_c_2_h,"'Plasma atomization'; and"
1,C,1C002_c_3,"Capable of forming materials controlled by 1C002.a or 1C002.b;"
1,C,1C002_d,"Alloyed materials, having all the following:"
1,C,1C002_d_1,"Made from any of the composition systems specified by 1C002.c.1;"
1,C,1C002_d_2,"In the form of uncomminuted flakes, ribbons or thin rods; and"
1,C,1C002_d_3,"Produced in a controlled environment by any of the following:"
1,C,1C002_d_3_a,"'Splat quenching';"
1,C,1C002_d_3_b,"'Melt spinning'; or"
1,C,1C002_d_3_c,"'Melt extraction'."
1,C,1C002_Items_Note,"Note
1C002 does not control metal alloys, metal alloy powder and alloyed materials, specially formulated for coating purposes."
1,C,"1C002_Items_Technical Note 1","Technical Note 1
The metal alloys in 1C002 are those containing a higher percentage by weight of the stated metal than of any other element."
1,C,"1C002_Items_Technical Note 2","Technical Note 2
'Stress-rupture life' should be measured in accordance with ASTM standard E-139 or national equivalents."
1,C,1C003,"Magnetic metals, of all types and of whatever form, having any of the following (see List of Items Controlled)."
1,C,1C003_a,"Initial relative permeability of 120,000 or more and a thickness of 0.05 mm or less;"
1,C,"1C003_a_Technical Note","Technical Note
Measurement of initial relative permeability must be performed on fully annealed materials."
1,C,1C003_b,"Magnetostrictive alloys having any of the following:"
1,C,1C003_b_1,"A saturation magnetostriction of more than 5 × 10?4; or"
1,C,1C003_b_2,"A magnetomechanical coupling factor (k) of more than 0.8; or"
1,C,1C003_c,"Amorphous or ‘nanocrystalline’ alloy strips, having all of the following:"
1,C,1C003_c_1,"A composition having a minimum of 75% by weight of iron, cobalt or nickel;"
1,C,1C003_c_2,"A saturation magnetic induction (Bs) of 1.6 T or more; and"
1,C,1C003_c_3,"Any of the following:"
1,C,1C003_c_3_a,"A strip thickness of 0.02 mm or less; or"
1,C,1C003_c_3_b,"An electrical resistivity of 2 × 10?4; ohm cm or more."
1,C,1C004_a,"A density exceeding 17.5 g/cm3;"
1,C,1C004_b,"An elastic limit exceeding 880 MPa;"
1,C,1C004_c,"An ultimate tensile strength exceeding 1,270 MPa; and"
1,C,1C004_d,"An elongation exceeding 8%."
1,C,1C005,"“Superconductive” “composite” conductors in lengths exceeding 100 m or with a mass exceeding 100 g, as follows (see List of Items Controlled)."
1,C,1C005_a,"“Superconductive” “composite” conductors containing one or more niobium-titanium ‘filaments’, having all of the following:"
1,C,1C005_a_1,"Embedded in a “matrix” other than a copper or copper-based mixed “matrix”; and"
1,C,1C005_a_2,"Having a cross-section area less than 0.28 × 10?4 mm2 (6 µm in diameter for circular ‘filaments’);"
1,C,1C005_b_1,"A “critical temperature” at zero magnetic induction exceeding 9.85 K (?263.31 °C); and"
1,C,"1C005_c_Technical Note","Technical Note
For the purpose of 1C005, ‘filaments’ may be in wire, cylinder, film, tape or ribbon form."
1,C,1C006,"Fluids and lubricating materials, as follows (see List of Items Controlled)."
1,C,1C006_a,[Reserved]
1,C,1C006_c,"Damping or flotation fluids having all of the following:"
1,C,1C006_c_1,"Purity exceeding 99.8%;"
1,C,1C006_c_2,"Containing less than 25 particles of 200 µm or larger in size per 100 ml; and"
1,C,1C006_c_3,"Made from at least 85% of any of the following:"
1,C,1C006_c_3_a,"Dibromotetrafluoroethane (CAS 25497-30-7, 124-73-2, 27336-23-8);"
1,C,1C006_c_3_b,"Polychlorotrifluoroethylene (oily and waxy modifications only); or"
1,C,1C006_c_3_c,Polybromotrifluoroethylene;
1,C,1C006_d,"Fluorocarbon fluids designed for electronic cooling and having all of the following:"
1,C,1C006_d_1,"Containing 85% by weight or more of any of the following, or mixtures thereof:"
1,C,1C006_d_1_a,"Monomeric forms of perfluoropolyalkylether-triazines or perfluoroaliphatic-ethers;"
1,C,1C006_d_1_b,Perfluoroalkylamines;
1,C,1C006_d_1_c,"Perfluorocycloalkanes; or"
1,C,1C006_d_1_d,Perfluoroalkanes;
1,C,1C006_d_2,"Density at 298 K (25 °C) of 1.5 g/ml or more;"
1,C,1C006_d_3,"In a liquid state at 273 K (0 °C); and"
1,C,1C006_d_4,"Containing 60% or more by weight of fluorine."
1,C,1C006_d_4_Note,"Note
1C006.d does not apply to materials specified and packaged as medical products."
1,C,1C007,"Ceramic powders, ceramic “matrix” “composite” materials and 'precursor materials,' as follows (see List of Items Controlled)."
1,C,1C007_b,[Reserved]
1,C,1C007_c,"Ceramic “matrix” “composite” materials as follows:"
1,C,1C007_c_1,"Ceramic-ceramic “composite” materials with a glass or oxide-“matrix” and reinforced with any of the following:"
1,C,1C007_c_1_a,"Continuous fibers made from any of the following materials:"
1,C,1C007_c_1_a_1,"Al2O3 (CAS 1344-28-1); or"
1,C,1C007_c_1_a_2,"Si-C-N; or"
1,C,1C007_c_1_b,"Fibers being all of the following:"
1,C,1C007_c_1_b_1,"Made from any of the following materials:"
1,C,1C007_c_1_b_1_a,Si-N;
1,C,1C007_c_1_b_1_b,Si-C;
1,C,1C007_c_1_b_1_c,"Si-Al-O-N; or"
1,C,1C007_c_1_b_1_d,"Si-O-N; and"
1,C,1C007_c_1_b_2,"Having a “specific tensile strength” exceeding 12.7 × 103 m;"
1,C,1C007_c_2,"Ceramic “matrix” “composite” materials with a “matrix” formed of carbides or nitrides of silicon, zirconium or boron;"
1,C,1C007_c_2_N_B,"N.B
For items previously specified by 1C007.c see 1C007.c.1.b."
1,C,1C007_d,[Reserved]
1,C,1C007_d_N_B,"N.B
For items previously specified by 1C007.d see 1C007.c.2."
1,C,1C007_e,"'Precursor materials' “specially designed” for the “production” of materials controlled by 1C007.c, as follows:"
1,C,1C007_e_1,Polydiorganosilanes;
1,C,1C007_e_2,Polysilazanes;
1,C,1C007_e_3,Polycarbosilazanes;
1,C,1C007_f,[Reserved]
1,C,1C007_f_N_B,"N.B
For items previously specified by 1C007.f see 1C007.c.1.a."
1,C,1C008,"Non-fluorinated polymeric substances as follows (see List of Items Controlled)."
1,C,1C008_a,"Non-fluorinated polymeric substances, as follows:"
1,C,1C008_a_1,Bismaleimides;
1,C,1C008_a_2,"Aromatic polyamide-imides (PAI) having a ‘glass transition temperature (Tg)’ exceeding 563 K (290 °C);"
1,C,1C008_a_3,"Aromatic polyimides having a 'glass transition temperature (Tg)' exceeding 505 K (232 °C);"
1,C,1C008_a_4,"Aromatic polyetherimides having a 'glass transition temperature (Tg)' exceeding 563 K (290 °C);"
1,C,1C008_a_4_N_B,"N.B
For non-“fusible” aromatic polyimides in film, sheet, tape, or ribbon form, see ECCN 1A003."
1,C,1C008_a_4_Note,"Note
1C008.a controls the substances in liquid or solid “fusible” form, including resin, powder, pellet, film, sheet, tape, or ribbon."
1,C,1C008_b,[Reserved]
1,C,1C008_c,[Reserved]
1,C,1C008_d,"Polyarylene ketones;"
1,C,1C008_e,"Polyarylene sulfides, where the arylene group is biphenylene, triphenylene or combinations thereof;"
1,C,1C008_f,"Polybiphenylenethersulphone having a 'glass transition temperature (Tg)' exceeding 563 K (290 °C)."
1,C,1C009,"Unprocessed fluorinated compounds as follows (see List of Items Controlled)."
1,C,1C009_a,[Reserved]
1,C,1C009_b,"Fluorinated polyimides containing 10% by weight or more of combined fluorine;"
1,C,1C009_c,"Fluorinated phosphazene elastomers containing 30% by weight or more of combined fluorine."
1,C,1C010,"“Fibrous or filamentary materials” as follows (see List of Items Controlled)."
1,C,1C010_a,"Organic “fibrous or filamentary materials”, having all of the following:"
1,C,1C010_a_1,"“Specific modulus” exceeding 12.7 x 106 m; and"
1,C,1C010_a_2,"“Specific tensile strength” exceeding 23.5 x 104 m;"
1,C,1C010_a_2_Note,"Note
1C010.a does not control polyethylene."
1,C,1C010_b,"Carbon “fibrous or filamentary materials”, having all of the following:"
1,C,1C010_b_1,"“Specific modulus” exceeding 14.65 x 106 m; and"
1,C,1C010_b_2,"“Specific tensile strength” exceeding 26.82 x 104 m;"
1,C,1C010_c,"Inorganic “fibrous or filamentary materials”, having all of the following:"
1,C,1C010_c_1,"Having any of the following:"
1,C,1C010_c_1_a,"Composed of 50% or more by weight silicon dioxide (SiO2) and having a “specific modulus” exceeding 2.54 x 106 m; or"
1,C,1C010_c_1_b,"Not specified in 1C010.c.1.a and having a “specific modulus” exceeding 5.6 x 106 m; and"
1,C,1C010_c_2,"Melting, softening, decomposition or sublimation point exceeding 1,922 K (1,649 °C) in an inert environment;"
1,C,1C010_d,"“Fibrous or filamentary materials”, having any of the following:"
1,C,1C010_d_1,"Composed of any of the following:"
1,C,1C010_d_1_a,"Polyetherimides controlled by 1C008.a; or"
1,C,1C010_d_1_b,"Materials controlled by 1C008.b to 1C008.f; or"
1,C,1C010_d_2,"Composed of materials controlled by 1C010.d.1.a or 1C010.d.1.b and 'commingled' with other fibers controlled by 1C010.a, 1C010.b or 1C010.c;"
1,C,1C010_e_1,"Having any of the following:"
1,C,1C010_e_1_a,"Inorganic “fibrous or filamentary materials” controlled by 1C010.c; or"
1,C,1C010_e_1_b,"Organic or carbon “fibrous or filamentary materials”, having all of the following:"
1,C,1C010_e_1_b_1,"“Specific modulus” exceeding 10.15 x 106 m; and"
1,C,1C010_e_1_b_2,"“Specific tensile strength” exceeding 17.7 x 104 m; and"
1,C,1C010_e_2,"Having any of the following:"
1,C,1C010_e_2_a,"Resin or pitch, controlled by 1C008 or 1C009.b;"
1,C,1C010_e_2_b,"'Dynamic Mechanical Analysis glass transition temperature (DMA Tg)' equal to or exceeding 453 K (180 °C) and having a phenolic resin; or"
1,C,1C011,"Metals and compounds, other than those specified in 1C111, as follows (see List of Items Controlled)."
1,C,1C011_a_Note,"Note
The metals or alloys specified by 1C011.a also refer to metals or alloys encapsulated in aluminum, magnesium, zirconium or beryllium."
1,C,"1C011_a_Technical Note","Technical Note
The natural content of hafnium in the zirconium (typically 2% to 7%) is counted with the zirconium."
1,C,1C011_b,"Boron or boron alloys, with a particle size of 60 µm or less, as follows:"
1,C,1C011_b_1,"Boron with a purity of 85% by weight or more;"
1,C,1C011_b_2,"Boron alloys with a boron content of 85% by weight or more;"
1,C,1C011_b_2_Note,"Note
The metals or alloys specified by 1C011.b also refer to metals or alloys encapsulated in aluminum, magnesium, zirconium or beryllium."
1,C,1C011_c,"Guanidine nitrate (CAS 506-93-4);"
1,C,1C011_d,"Nitroguanidine (NQ) (CAS 556-88-7)."
1,C,1C018,"Commercial charges and devices containing energetic materials on the Wassenaar Arrangement Munitions List and certain chemicals."
1,C,1C101_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C107_a_1,"Cylinders having a diameter of 120 mm or greater and a length of 50 mm or greater;"
1,C,1C107_a_2,"Tubes having an inner diameter of 65 mm or greater and a wall thickness of 25 mm or greater and a length of 50 mm or greater;"
1,C,1C107_a_3,"Blocks having a size of 120 mm × 120 mm × 50 mm or greater."
1,C,1C107_b,"Pyrolytic or fibrous reinforced graphites, usable for rocket nozzles and reentry vehicle nose tips;"
1,C,1C107_d_1,"Bulk machinable silicon-carbide reinforced unfired ceramic, usable for nose tips."
1,C,1C107_d_2,"Reinforced silicon-carbide ceramic composites usable for nose tips, re-entry vehicles, nozzle flaps."
1,C,1C107_d_3_Note,"Note
ECCN 1C107.d.3. does not control 'Ultra High Temperature Ceramic (UHTC)' materials in non-composite form."
1,C,1C111,"Propellants and constituent chemicals for propellants, other than those specified in 1C011, as follows (see List of Items Controlled)."
1,C,1C111_a,"Propulsive substances:"
1,C,"1C111_a_1_Technical Note","Technical Note
A particle size of 63 µm (ISO R-565) corresponds to 250 mesh (Tyler) or 230 mesh (ASTM standard E-11)."
1,C,1C111_a_2_a,"Consisting of 97% by weight or more of any of the following:"
1,C,1C111_a_2_a_1,"Zirconium (C.A.S. #7440-67-7);"
1,C,1C111_a_2_a_2,"Beryllium (C.A.S. #7440-41-7); or"
1,C,1C111_a_2_a_3,"Magnesium (C.A.S. #7439-95-4);."
1,C,1C111_a_2_b,"Boron or boron alloys with a boron content of 85% or more by weight."
1,C,"1C111_a_2_b_Technical Note","Technical Note
The natural content of hafnium in the zirconium (typically 2% to 7%) is counted with the zirconium."
1,C,1C111_a_3,"Oxidizer substances usable in liquid propellant rocket engines, as follows:"
1,C,1C111_a_3_a,"Dinitrogen trioxide (CAS 10544-73-7);"
1,C,1C111_a_3_b,"Nitrogen dioxide (CAS 10102-44-0)/dinitrogen tetroxide (CAS"
1,C,1C111_a_3_c,"Dinitrogen pentoxide (CAS 10102-03-1);"
1,C,1C111_a_3_d,"Mixed oxides of nitrogen (MON);"
1,C,1C111_a_3_e,[Reserved];
1,C,1C111_a_3_f,"Chlorine trifluoride (ClF3)."
1,C,1C111_b,"Polymeric substances:"
1,C,1C111_b_1,"Carboxy-terminated polybutadiene (including carboxyl-terminated polybutadiene) (CTPB);"
1,C,1C111_b_3,"Polybutadiene acrylic acid (PBAA);"
1,C,1C111_b_4,"Polybutadiene acrylic acid acrylonitrile (PBAN) (CAS 25265-19-4/CAS 68891-50-9);"
1,C,1C111_b_5,"Polytetrahydrofuran polyethylene glycol (TPEG)."
1,C,1C111_c,"Other propellant energetic materials, additives, or agents:"
1,C,1C111_c_1,[Reserved]
1,C,1C111_c_2,"Triethylene glycol dinitrate (TEGDN);"
1,C,1C111_c_3,"2 Nitrodiphenylamine (2-NDPA);"
1,C,1C111_c_4,"Trimethylolethane trinitrate (TMETN);"
1,C,1C111_c_5,"Diethylene glycol dinitrate (DEGDN)."
1,C,1C111_d,"Hydrazine and derivatives as follows:"
1,C,1C111_d_1,"Hydrazine (C.A.S. #302-01-2) in concentrations of 70% or more;"
1,C,1C111_d_10,"Monomethylhydrazine dinitrate;"
1,C,1C111_d_11,"Unsymmetrical dimethylhydrazine nitrate;"
1,C,1C111_d_12,"1,1-Dimethylhydrazinium azide (CAS 227955-52-4)/1,2-Dimethylhydrazinium azide (CAS 299177-50-7);"
1,C,1C111_d_13,"Hydrazinium azide (C.A.S. #14546-44-2);"
1,C,1C111_d_14,"Hydrazinium dinitrate (CAS 13464-98-7);"
1,C,1C111_d_15,"Diimido oxalic acid dihydrazine (C.A.S. #3457-37-2);"
1,C,1C111_d_16,"2-hydroxyethylhydrazine nitrate (HEHN);"
1,C,1C111_d_17,"Hydrazinium diperchlorate (C.A.S. #13812-39-0);"
1,C,1C111_d_18,"Methylhydrazine nitrate (MHN) (CAS 29674-96-2);"
1,C,1C111_d_19,"1,1-Diethylhydrazine nitrate (DEHN)/1,2-Diethylhydrazine nitrate (DEHN) (CAS 363453-17-2);"
1,C,1C111_d_2,"Monomethyl hydrazine (MMH) (C.A.S. #60-34-4);"
1,C,1C111_d_20,"3,6-dihydrazino tetrazine nitrate (DHTN), also referred to as 1,4-dihydrazine nitrate."
1,C,1C111_d_3,"Symmetrical dimethyl hydrazine (SDMH) (C.A.S. #540-73-8);"
1,C,1C111_d_4,"Unsymmetrical dimethyl hydrazine (UDMH) (C.A.S. #57-14-7);"
1,C,1C111_d_5,"Trimethylhydrazine (C.A.S. #1741-01-1);"
1,C,1C111_d_6,"Tetramethylhydrazine (C.A.S. #6415-12-9);"
1,C,1C111_d_7,"N,N diallylhydrazine (CAS 5164-11-4);"
1,C,1C111_d_8,"Allylhydrazine (C.A.S. #7422-78-8);"
1,C,1C111_d_9,"Ethylene dihydrazine (CAS 6068-98-0);"
1,C,1C116,"Maraging steels having both of the following (see List of Items Controlled)."
1,C,1C116_a,"Having an ultimate tensile strength, measured at 20 °C, equal to or greater than:"
1,C,1C116_a_1,"0.9 GPa in the solution annealed stage; or"
1,C,1C116_a_2,"1.5 GPa in the precipitation hardened stage; and"
1,C,1C116_b,"Any of the following forms:"
1,C,1C116_b_1,"Sheet, plate or tubing with a wall or plate thickness equal to or less than 5.0 mm;"
1,C,1C116_b_2,"Tubular forms with a wall thickness equal to or less than 50 mm and having an inner diameter equal to or greater than 270 mm."
1,C,1C117_a,"Tungsten and alloys in particulate form with a tungsten content of 97% by weight or more and a particle size of 50 × 10?6 m (50 µm) or less;"
1,C,1C117_b,"Molybdenum and alloys in particulate form with a molybdenum content of 97% by weight or more and a particle size of 50 × 10?6 m (50 µm) or less;"
1,C,1C117_c,"Tungsten materials in the solid form having all of the following:"
1,C,1C117_c_1,"Any of the following material compositions:"
1,C,1C117_c_1_a,"Tungsten and alloys containing 97% by weight or more of tungsten;"
1,C,1C117_c_1_b,"Copper infiltrated tungsten containing 80% by weight or more of tungsten; or"
1,C,1C117_c_1_c,"Silver infiltrated tungsten containing 80% by weight or more of tungsten; and"
1,C,1C117_c_2,"Able to be machined to any of the following products:"
1,C,1C117_c_2_a,"Cylinders having a diameter of 120 mm or greater and a length of 50 mm or greater;"
1,C,1C117_c_2_b,"Tubes having an inner diameter of 65 mm or greater and a wall thickness of 25 mm or greater and a length of 50 mm or greater; or"
1,C,1C117_c_2_c,"Blocks having a size of 120 mm × 120 mm × 50 mm or greater."
1,C,1C118,"Titanium-stabilized duplex stainless steel (Ti-DSS), having all of the following characteristics (see List of Items Controlled)."
1,C,1C118_a,"Having all of the following characteristics:"
1,C,1C118_a_1,"Containing 17.0-23.0% by weight of chromium and 4.5-7.0% by weight of nickel;"
1,C,1C118_a_2,"Having a titanium content of greater than 0.10% by weight; and"
1,C,1C118_b,"Having any of the following forms:"
1,C,1C118_b_1,"Ingots or bars having a size of 100 mm or more in each dimension;"
1,C,1C118_b_2,"Sheets having a width of 600 mm or more and a thickness of 3 mm or less; or"
1,C,1C118_b_3,"Tubes having an outer diameter of 600 mm or more and a wall thickness of 3 mm or less."
1,C,1C202,"Alloys other than those controlled by 1C002.b.3 or 1C002.b.4 as follows (see List of Items Controlled)."
1,C,1C202_a,"Aluminum alloys having both of the following characteristics:"
1,C,1C202_a_1,"“Capable of” an ultimate tensile strength of 460 MPa or more at 293 K (20 °C); and"
1,C,1C202_a_2,"In the form of tubes or cylindrical solid forms (including forgings) with an outside diameter of more than 75 mm;"
1,C,1C202_b,"Titanium alloys having both of the following characteristics:"
1,C,1C202_b_1,"“Capable of” an ultimate tensile strength of 900 MPa or more at 293 K (20 °C); and"
1,C,1C202_b_2,"In the form of tubes or cylindrical solid forms (including forgings) with an outside diameter of more than 75 mm."
1,C,1C210,"“Fibrous or filamentary materials” or prepregs, other than those controlled by 1C010.a, .b or .e, as follows (see List of Items Controlled)."
1,C,"1C210_c_Technical Note","Technical Note
The resin forms the matrix of the composite."
1,C,1C216,"Maraging steel, other than that controlled by 1C116, “capable of” an ultimate tensile strength of 1,950 MPa or more, at 293 K (20 °C)."
1,C,1C216_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C225_Items,"The list of items controlled is contained in the ECCN heading."
1,C,"1C225_Items_Technical Note","Technical Note
The natural isotopic abundance of boron-10 is approximately 18.5 weight percent (20 atom percent)."
1,C,1C226_a,"In forms with a hollow cylindrical symmetry (including cylinder segments) with an inside diameter between 100 and 300 mm; and"
1,C,1C226_b,"A mass greater than 20 kg."
1,C,1C227,"Calcium having both of the following characteristics (see List of Items Controlled)."
1,C,1C227_a,"Containing less than 1,000 parts per million by weight of metallic impurities other than magnesium; and"
1,C,1C227_b,"Containing less than 10 parts per million by weight of boron."
1,C,1C228,"Magnesium having both of the following characteristics (see List of Items Controlled)."
1,C,1C228_a,"Containing less than 200 parts per million by weight of metallic impurities other than calcium; and"
1,C,1C228_b,"Containing less than 10 parts per million by weight of boron."
1,C,1C229,"Bismuth having both of the following characteristics (see List of Items Controlled)"
1,C,1C229_a,"A purity of 99.99% or greater by weight; and"
1,C,1C229_b,"Containing less than 10 parts per million by weight of silver."
1,C,1C230_a,"Metal windows for X-ray machines, or for bore-hole logging devices;"
1,C,1C230_b,"Oxide shapes in fabricated or semi-fabricated forms “specially designed” for electronic component parts or as substrates for electronic circuits;"
1,C,1C230_c,"Beryl (silicate of beryllium and aluminum) in the form of emeralds or aquamarines."
1,C,1C230_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C231_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C232,"Helium-3 (3 He), mixtures containing helium-3, and products or devices containing any of the foregoing."
1,C,1C232_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C233_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C234_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C235_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C236_a,"Radionuclides identified in 1C236.a.1 in any of the forms described in 1C236.a.2:"
1,C,1C236_a_1,"Radionuclides, as follows, appropriate for making neutron sources based on alpha-n reactions:"
1,C,1C236_a_1_a,"Actinium 225;"
1,C,1C236_a_1_b,"Actinium 227;"
1,C,1C236_a_1_c,"Californium 253;"
1,C,1C236_a_1_d,"Curium 240;"
1,C,1C236_a_1_e,"Curium 241;"
1,C,1C236_a_1_f,"Curium 242;"
1,C,1C236_a_1_g,"Curium 243;"
1,C,1C236_a_1_h,"Curium 244;"
1,C,1C236_a_1_i,"Einsteinium 253;"
1,C,1C236_a_1_j,"Einsteinium 254;"
1,C,1C236_a_1_k,"Gadolinium 148;"
1,C,1C236_a_1_l,"Plutonium 236;"
1,C,1C236_a_1_m,"Plutonium 238;"
1,C,1C236_a_1_n,"Polonium 208;"
1,C,1C236_a_1_o,"Polonium 209;"
1,C,1C236_a_1_p,"Polonium 210;"
1,C,1C236_a_1_q,"Radium 223;"
1,C,1C236_a_1_r,"Thorium 227;"
1,C,1C236_a_1_s,"Thorium 228;"
1,C,1C236_a_1_t,"Uranium 230;"
1,C,1C236_a_1_u,"Uranium 232; and"
1,C,1C236_a_2,"In any of the following forms:"
1,C,1C236_a_2_a,Elemental;
1,C,1C236_a_2_b,"Compounds having a total activity of 37 GBq (1 curie) per kg or greater; or"
1,C,1C236_a_2_c,"Mixtures having a total activity of 37 GBq (1 curie) per kg or greater."
1,C,1C236_b,"Products or devices containing radionuclides identified in 1C236.a.1 in any of the forms described in 1C236.a.2."
1,C,1C237_a,"Medical applicators;"
1,C,1C237_b,"A product or device containing less than 0.37 GBq (10 millicuries) of radium-226."
1,C,1C237_Items,"The list of items controlled is contained in the ECCN heading."
1,C,1C239_Items,"The list of items controlled is contained in the ECCN heading."
